Section,Section_label,Année,Postes
5,"Matière condensée : organisation et dynamique",2011,7
5,"Matière condensée : organisation et dynamique",2012,6
5,"Matière condensée : organisation et dynamique",2013,4
5,"Matière condensée : organisation et dynamique",2014,5
5,"Matière condensée : organisation et dynamique",2015,4
5,"Matière condensée : organisation et dynamique",2016,5
5,"Matière condensée : organisation et dynamique",2017,5
6,"Sciences de l'information : fondements de l'informatique, calculs, algorithmes, représentations, exploitations",2006,10
6,"Sciences de l'information : fondements de l'informatique, calculs, algorithmes, représentations, exploitations",2007,12
6,"Sciences de l'information : fondements de l'informatique, calculs, algorithmes, représentations, exploitations",2008,12
6,"Sciences de l'information : fondements de l'informatique, calculs, algorithmes, représentations, exploitations",2009,7
6,"Sciences de l'information : fondements de l'informatique, calculs, algorithmes, représentations, exploitations",2010,10
6,"Sciences de l'information : fondements de l'informatique, calculs, algorithmes, représentations, exploitations",2011,10
6,"Sciences de l'information : fondements de l'informatique, calculs, algorithmes, représentations, exploitations",2012,8
6,"Sciences de l'information : fondements de l'informatique, calculs, algorithmes, représentations, exploitations",2013,5
6,"Sciences de l'information : fondements de l'informatique, calculs, algorithmes, représentations, exploitations",2014,6
6,"Sciences de l'information : fondements de l'informatique, calculs, algorithmes, représentations, exploitations",2015,6
6,"Sciences de l'information : fondements de l'informatique, calculs, algorithmes, représentations, exploitations",2016,7
6,"Sciences de l'information : fondements de l'informatique, calculs, algorithmes, représentations, exploitations",2017,6
7,"Sciences de l'information : signaux, images, langues, automatique, robotique, interactions, systèmes intégrés matériel-logiciel",2006,10
7,"Sciences de l'information : signaux, images, langues, automatique, robotique, interactions, systèmes intégrés matériel-logiciel",2007,13
7,"Sciences de l'information : signaux, images, langues, automatique, robotique, interactions, systèmes intégrés matériel-logiciel",2008,12
7,"Sciences de l'information : signaux, images, langues, automatique, robotique, interactions, systèmes intégrés matériel-logiciel",2009,8
7,"Sciences de l'information : signaux, images, langues, automatique, robotique, interactions, systèmes intégrés matériel-logiciel",2010,10
7,"Sciences de l'information : signaux, images, langues, automatique, robotique, interactions, systèmes intégrés matériel-logiciel",2011,11
7,"Sciences de l'information : signaux, images, langues, automatique, robotique, interactions, systèmes intégrés matériel-logiciel",2012,8
7,"Sciences de l'information : signaux, images, langues, automatique, robotique, interactions, systèmes intégrés matériel-logiciel",2013,7
7,"Sciences de l'information : signaux, images, langues, automatique, robotique, interactions, systèmes intégrés matériel-logiciel",2014,6
7,"Sciences de l'information : signaux, images, langues, automatique, robotique, interactions, systèmes intégrés matériel-logiciel",2015,7
7,"Sciences de l'information : signaux, images, langues, automatique, robotique, interactions, systèmes intégrés matériel-logiciel",2016,7
7,"Sciences de l'information : signaux, images, langues, automatique, robotique, interactions, systèmes intégrés matériel-logiciel",2017,5
8,"Micro- et nanotechnologies, micro- et nanosystèmes, photonique, électronique, électromagnétisme, énergie électrique",2006,12
8,"Micro- et nanotechnologies, micro- et nanosystèmes, photonique, électronique, électromagnétisme, énergie électrique",2007,12
8,"Micro- et nanotechnologies, micro- et nanosystèmes, photonique, électronique, électromagnétisme, énergie électrique",2008,13
8,"Micro- et nanotechnologies, micro- et nanosystèmes, photonique, électronique, électromagnétisme, énergie électrique",2009,8
8,"Micro- et nanotechnologies, micro- et nanosystèmes, photonique, électronique, électromagnétisme, énergie électrique",2010,14
8,"Micro- et nanotechnologies, micro- et nanosystèmes, photonique, électronique, électromagnétisme, énergie électrique",2011,10
8,"Micro- et nanotechnologies, micro- et nanosystèmes, photonique, électronique, électromagnétisme, énergie électrique",2012,6
8,"Micro- et nanotechnologies, micro- et nanosystèmes, photonique, électronique, électromagnétisme, énergie électrique",2013,5
8,"Micro- et nanotechnologies, micro- et nanosystèmes, photonique, électronique, électromagnétisme, énergie électrique",2014,5
8,"Micro- et nanotechnologies, micro- et nanosystèmes, photonique, électronique, électromagnétisme, énergie électrique",2015,4
8,"Micro- et nanotechnologies, micro- et nanosystèmes, photonique, électronique, électromagnétisme, énergie électrique",2016,5
8,"Micro- et nanotechnologies, micro- et nanosystèmes, photonique, électronique, électromagnétisme, énergie électrique",2017,5
9,"Mécanique des solides. Matériaux et structures. Biomécanique. Acoustique",2006,6
9,"Mécanique des solides. Matériaux et structures. Biomécanique. Acoustique",2007,7
9,"Mécanique des solides. Matériaux et structures. Biomécanique. Acoustique",2008,6
9,"Mécanique des solides. Matériaux et structures. Biomécanique. Acoustique",2009,6
9,"Mécanique des solides. Matériaux et structures. Biomécanique. Acoustique",2010,7
9,"Mécanique des solides. Matériaux et structures. Biomécanique. Acoustique",2011,6
9,"Mécanique des solides. Matériaux et structures. Biomécanique. Acoustique",2012,5
9,"Mécanique des solides. Matériaux et structures. Biomécanique. Acoustique",2013,4
9,"Mécanique des solides. Matériaux et structures. Biomécanique. Acoustique",2014,4
9,"Mécanique des solides. Matériaux et structures. Biomécanique. Acoustique",2015,3
9,"Mécanique des solides. Matériaux et structures. Biomécanique. Acoustique",2016,4
9,"Mécanique des solides. Matériaux et structures. Biomécanique. Acoustique",2017,5
10,"Milieux fluides et réactifs : transports, transferts, procédés de transformation",2006,9
10,"Milieux fluides et réactifs : transports, transferts, procédés de transformation",2007,10
10,"Milieux fluides et réactifs : transports, transferts, procédés de transformation",2008,9
10,"Milieux fluides et réactifs : transports, transferts, procédés de transformation",2009,8
10,"Milieux fluides et réactifs : transports, transferts, procédés de transformation",2010,13
10,"Milieux fluides et réactifs : transports, transferts, procédés de transformation",2011,10
10,"Milieux fluides et réactifs : transports, transferts, procédés de transformation",2012,6
10,"Milieux fluides et réactifs : transports, transferts, procédés de transformation",2013,4
10,"Milieux fluides et réactifs : transports, transferts, procédés de transformation",2014,6
10,"Milieux fluides et réactifs : transports, transferts, procédés de transformation",2015,5
10,"Milieux fluides et réactifs : transports, transferts, procédés de transformation",2016,5
10,"Milieux fluides et réactifs : transports, transferts, procédés de transformation",2017,7
11,"Systèmes et matériaux supra et macromoléculaires : élaboration, propriétés, fonctions",2006,7
11,"Systèmes et matériaux supra et macromoléculaires : élaboration, propriétés, fonctions",2007,6
11,"Systèmes et matériaux supra et macromoléculaires : élaboration, propriétés, fonctions",2008,9
11,"Systèmes et matériaux supra et macromoléculaires : élaboration, propriétés, fonctions",2009,6
11,"Systèmes et matériaux supra et macromoléculaires : élaboration, propriétés, fonctions",2010,9
11,"Systèmes et matériaux supra et macromoléculaires : élaboration, propriétés, fonctions",2011,7
11,"Systèmes et matériaux supra et macromoléculaires : élaboration, propriétés, fonctions",2012,6
11,"Systèmes et matériaux supra et macromoléculaires : élaboration, propriétés, fonctions",2013,5
11,"Systèmes et matériaux supra et macromoléculaires : élaboration, propriétés, fonctions",2014,5
11,"Systèmes et matériaux supra et macromoléculaires : élaboration, propriétés, fonctions",2015,5
11,"Systèmes et matériaux supra et macromoléculaires : élaboration, propriétés, fonctions",2016,5
11,"Systèmes et matériaux supra et macromoléculaires : élaboration, propriétés, fonctions",2017,5
12,"Architectures moléculaires : synthèses, mécanismes et propriétés",2006,7
12,"Architectures moléculaires : synthèses, mécanismes et propriétés",2007,6
12,"Architectures moléculaires : synthèses, mécanismes et propriétés",2008,8
12,"Architectures moléculaires : synthèses, mécanismes et propriétés",2009,6
12,"Architectures moléculaires : synthèses, mécanismes et propriétés",2010,6
12,"Architectures moléculaires : synthèses, mécanismes et propriétés",2011,5
12,"Architectures moléculaires : synthèses, mécanismes et propriétés",2012,6
12,"Architectures moléculaires : synthèses, mécanismes et propriétés",2013,5
12,"Architectures moléculaires : synthèses, mécanismes et propriétés",2014,5
12,"Architectures moléculaires : synthèses, mécanismes et propriétés",2015,5
12,"Architectures moléculaires : synthèses, mécanismes et propriétés",2016,5
12,"Architectures moléculaires : synthèses, mécanismes et propriétés",2017,5
13,"Chimie physique, théorique et analytique",2006,8
13,"Chimie physique, théorique et analytique",2007,8
13,"Chimie physique, théorique et analytique",2008,9
13,"Chimie physique, théorique et analytique",2009,7
13,"Chimie physique, théorique et analytique",2010,8
13,"Chimie physique, théorique et analytique",2011,7
13,"Chimie physique, théorique et analytique",2012,8
13,"Chimie physique, théorique et analytique",2013,6
13,"Chimie physique, théorique et analytique",2014,5
13,"Chimie physique, théorique et analytique",2015,5
13,"Chimie physique, théorique et analytique",2016,5
13,"Chimie physique, théorique et analytique",2017,6
14,"Chimie de coordination, catalyse, interfaces et procédés",2006,7
14,"Chimie de coordination, catalyse, interfaces et procédés",2007,8
14,"Chimie de coordination, catalyse, interfaces et procédés",2008,8
14,"Chimie de coordination, catalyse, interfaces et procédés",2009,7
14,"Chimie de coordination, catalyse, interfaces et procédés",2010,8
14,"Chimie de coordination, catalyse, interfaces et procédés",2011,5
14,"Chimie de coordination, catalyse, interfaces et procédés",2012,6
14,"Chimie de coordination, catalyse, interfaces et procédés",2013,5
14,"Chimie de coordination, catalyse, interfaces et procédés",2014,5
14,"Chimie de coordination, catalyse, interfaces et procédés",2015,5
14,"Chimie de coordination, catalyse, interfaces et procédés",2016,5
14,"Chimie de coordination, catalyse, interfaces et procédés",2017,5
15,"Chimie des matériaux, nanomatériaux et procédés",2006,9
15,"Chimie des matériaux, nanomatériaux et procédés",2007,8
15,"Chimie des matériaux, nanomatériaux et procédés",2008,8
15,"Chimie des matériaux, nanomatériaux et procédés",2009,7
15,"Chimie des matériaux, nanomatériaux et procédés",2010,8
15,"Chimie des matériaux, nanomatériaux et procédés",2011,5
15,"Chimie des matériaux, nanomatériaux et procédés",2012,6
15,"Chimie des matériaux, nanomatériaux et procédés",2013,6
15,"Chimie des matériaux, nanomatériaux et procédés",2014,5
15,"Chimie des matériaux, nanomatériaux et procédés",2015,6
15,"Chimie des matériaux, nanomatériaux et procédés",2016,5
15,"Chimie des matériaux, nanomatériaux et procédés",2017,6
16,"Chimie et vivant",2006,9
16,"Chimie et vivant",2007,8
16,"Chimie et vivant",2008,9
16,"Chimie et vivant",2009,6
16,"Chimie et vivant",2010,8
16,"Chimie et vivant",2011,5
16,"Chimie et vivant",2012,4
16,"Chimie et vivant",2013,5
16,"Chimie et vivant",2014,5
16,"Chimie et vivant",2015,4
16,"Chimie et vivant",2016,5
16,"Chimie et vivant",2017,5
17,"Système solaire et univers lointain",2006,6
17,"Système solaire et univers lointain",2007,6
17,"Système solaire et univers lointain",2008,6
17,"Système solaire et univers lointain",2009,4
17,"Système solaire et univers lointain",2010,8
17,"Système solaire et univers lointain",2011,4
17,"Système solaire et univers lointain",2012,4
17,"Système solaire et univers lointain",2013,5
17,"Système solaire et univers lointain",2014,4
17,"Système solaire et univers lointain",2015,4
17,"Système solaire et univers lointain",2016,3
17,"Système solaire et univers lointain",2017,4
18,"Terre et planètes telluriques : structure, histoire, modèles",2006,6
18,"Terre et planètes telluriques : structure, histoire, modèles",2007,3
18,"Terre et planètes telluriques : structure, histoire, modèles",2008,7
18,"Terre et planètes telluriques : structure, histoire, modèles",2009,3
18,"Terre et planètes telluriques : structure, histoire, modèles",2010,6
18,"Terre et planètes telluriques : structure, histoire, modèles",2011,5
18,"Terre et planètes telluriques : structure, histoire, modèles",2012,5
18,"Terre et planètes telluriques : structure, histoire, modèles",2013,6
18,"Terre et planètes telluriques : structure, histoire, modèles",2014,4
18,"Terre et planètes telluriques : structure, histoire, modèles",2015,4
18,"Terre et planètes telluriques : structure, histoire, modèles",2016,4
18,"Terre et planètes telluriques : structure, histoire, modèles",2017,4
19,"Système terre : enveloppes superficielles",2006,8
19,"Système terre : enveloppes superficielles",2007,5
19,"Système terre : enveloppes superficielles",2008,7
19,"Système terre : enveloppes superficielles",2009,4
19,"Système terre : enveloppes superficielles",2010,3
19,"Système terre : enveloppes superficielles",2011,5
19,"Système terre : enveloppes superficielles",2012,4
19,"Système terre : enveloppes superficielles",2013,5
19,"Système terre : enveloppes superficielles",2014,3
19,"Système terre : enveloppes superficielles",2015,3
19,"Système terre : enveloppes superficielles",2016,3
19,"Système terre : enveloppes superficielles",2017,3
20,"Biologie moléculaire et structurale, biochimie",2006,6
20,"Biologie moléculaire et structurale, biochimie",2007,5
20,"Biologie moléculaire et structurale, biochimie",2008,5
20,"Biologie moléculaire et structurale, biochimie",2009,4
20,"Biologie moléculaire et structurale, biochimie",2010,4
20,"Biologie moléculaire et structurale, biochimie",2011,3
20,"Biologie moléculaire et structurale, biochimie",2012,4
20,"Biologie moléculaire et structurale, biochimie",2013,3
20,"Biologie moléculaire et structurale, biochimie",2014,3
20,"Biologie moléculaire et structurale, biochimie",2015,4
20,"Biologie moléculaire et structurale, biochimie",2016,5
20,"Biologie moléculaire et structurale, biochimie",2017,6
21,"Organisation, expression, évolution des génomes. Bioinformatique et biologie des systèmes",2006,7
21,"Organisation, expression, évolution des génomes. Bioinformatique et biologie des systèmes",2007,5
21,"Organisation, expression, évolution des génomes. Bioinformatique et biologie des systèmes",2008,5
21,"Organisation, expression, évolution des génomes. Bioinformatique et biologie des systèmes",2009,4
21,"Organisation, expression, évolution des génomes. Bioinformatique et biologie des systèmes",2010,5
21,"Organisation, expression, évolution des génomes. Bioinformatique et biologie des systèmes",2011,4
21,"Organisation, expression, évolution des génomes. Bioinformatique et biologie des systèmes",2012,3
21,"Organisation, expression, évolution des génomes. Bioinformatique et biologie des systèmes",2013,4
21,"Organisation, expression, évolution des génomes. Bioinformatique et biologie des systèmes",2014,4
21,"Organisation, expression, évolution des génomes. Bioinformatique et biologie des systèmes",2015,4
21,"Organisation, expression, évolution des génomes. Bioinformatique et biologie des systèmes",2016,5
21,"Organisation, expression, évolution des génomes. Bioinformatique et biologie des systèmes",2017,6
22,"Biologie cellulaire, développement, évolution-développement",2006,10
22,"Biologie cellulaire, développement, évolution-développement",2007,10
22,"Biologie cellulaire, développement, évolution-développement",2008,9
22,"Biologie cellulaire, développement, évolution-développement",2009,7
22,"Biologie cellulaire, développement, évolution-développement",2010,9
22,"Biologie cellulaire, développement, évolution-développement",2011,7
22,"Biologie cellulaire, développement, évolution-développement",2012,6
22,"Biologie cellulaire, développement, évolution-développement",2013,3
22,"Biologie cellulaire, développement, évolution-développement",2014,5
22,"Biologie cellulaire, développement, évolution-développement",2015,5
22,"Biologie cellulaire, développement, évolution-développement",2016,6
22,"Biologie cellulaire, développement, évolution-développement",2017,7
23,"Biologie végétale intégrative",2006,3
23,"Biologie végétale intégrative",2007,4
23,"Biologie végétale intégrative",2008,4
23,"Biologie végétale intégrative",2009,3
23,"Biologie végétale intégrative",2010,6
23,"Biologie végétale intégrative",2011,4
23,"Biologie végétale intégrative",2012,4
23,"Biologie végétale intégrative",2013,3
23,"Biologie végétale intégrative",2014,3
23,"Biologie végétale intégrative",2015,3
23,"Biologie végétale intégrative",2016,4
23,"Biologie végétale intégrative",2017,4
24,"Physiologie, vieillissement, tumorigenèse",2006,8
24,"Physiologie, vieillissement, tumorigenèse",2007,7
24,"Physiologie, vieillissement, tumorigenèse",2008,7
24,"Physiologie, vieillissement, tumorigenèse",2009,6
24,"Physiologie, vieillissement, tumorigenèse",2010,5
24,"Physiologie, vieillissement, tumorigenèse",2011,4
24,"Physiologie, vieillissement, tumorigenèse",2012,4
24,"Physiologie, vieillissement, tumorigenèse",2013,3
24,"Physiologie, vieillissement, tumorigenèse",2014,3
24,"Physiologie, vieillissement, tumorigenèse",2015,3
24,"Physiologie, vieillissement, tumorigenèse",2016,4
24,"Physiologie, vieillissement, tumorigenèse",2017,4
25,"Neurobiologie moléculaire et cellulaire, neurophysiologie",2006,2
25,"Neurobiologie moléculaire et cellulaire, neurophysiologie",2007,2
25,"Neurobiologie moléculaire et cellulaire, neurophysiologie",2008,2
25,"Neurobiologie moléculaire et cellulaire, neurophysiologie",2009,1
25,"Neurobiologie moléculaire et cellulaire, neurophysiologie",2010,1
25,"Neurobiologie moléculaire et cellulaire, neurophysiologie",2011,1
25,"Neurobiologie moléculaire et cellulaire, neurophysiologie",2012,1
25,"Neurobiologie moléculaire et cellulaire, neurophysiologie",2013,3
25,"Neurobiologie moléculaire et cellulaire, neurophysiologie",2014,4
25,"Neurobiologie moléculaire et cellulaire, neurophysiologie",2015,3
25,"Neurobiologie moléculaire et cellulaire, neurophysiologie",2016,4
25,"Neurobiologie moléculaire et cellulaire, neurophysiologie",2017,4
26,"Cerveau, cognition, comportement",2006,5
26,"Cerveau, cognition, comportement",2007,4
26,"Cerveau, cognition, comportement",2008,4
26,"Cerveau, cognition, comportement",2009,4
26,"Cerveau, cognition, comportement",2010,4
26,"Cerveau, cognition, comportement",2011,5
26,"Cerveau, cognition, comportement",2012,5
26,"Cerveau, cognition, comportement",2013,4
26,"Cerveau, cognition, comportement",2014,5
26,"Cerveau, cognition, comportement",2015,5
26,"Cerveau, cognition, comportement",2016,4
26,"Cerveau, cognition, comportement",2017,4
27,"Relations hôte-pathogène, immunologie, inflammation",2006,2
27,"Relations hôte-pathogène, immunologie, inflammation",2007,2
27,"Relations hôte-pathogène, immunologie, inflammation",2008,2
27,"Relations hôte-pathogène, immunologie, inflammation",2009,2
27,"Relations hôte-pathogène, immunologie, inflammation",2010,3
27,"Relations hôte-pathogène, immunologie, inflammation",2011,2
27,"Relations hôte-pathogène, immunologie, inflammation",2012,1
27,"Relations hôte-pathogène, immunologie, inflammation",2013,2
27,"Relations hôte-pathogène, immunologie, inflammation",2014,3
27,"Relations hôte-pathogène, immunologie, inflammation",2015,3
27,"Relations hôte-pathogène, immunologie, inflammation",2016,4
27,"Relations hôte-pathogène, immunologie, inflammation",2017,4
28,"Pharmacologie-ingénierie et technologies pour la santé-imagerie biomédicale",2006,5
28,"Pharmacologie-ingénierie et technologies pour la santé-imagerie biomédicale",2007,5
28,"Pharmacologie-ingénierie et technologies pour la santé-imagerie biomédicale",2008,6
28,"Pharmacologie-ingénierie et technologies pour la santé-imagerie biomédicale",2009,4
28,"Pharmacologie-ingénierie et technologies pour la santé-imagerie biomédicale",2010,5
28,"Pharmacologie-ingénierie et technologies pour la santé-imagerie biomédicale",2011,7
28,"Pharmacologie-ingénierie et technologies pour la santé-imagerie biomédicale",2012,5
28,"Pharmacologie-ingénierie et technologies pour la santé-imagerie biomédicale",2013,4
28,"Pharmacologie-ingénierie et technologies pour la santé-imagerie biomédicale",2014,3
28,"Pharmacologie-ingénierie et technologies pour la santé-imagerie biomédicale",2015,4
28,"Pharmacologie-ingénierie et technologies pour la santé-imagerie biomédicale",2016,4
28,"Pharmacologie-ingénierie et technologies pour la santé-imagerie biomédicale",2017,5
29,"Biodiversité, évolution et adaptations biologiques : des macromolécules aux communautés",2006,5
29,"Biodiversité, évolution et adaptations biologiques : des macromolécules aux communautés",2007,7
29,"Biodiversité, évolution et adaptations biologiques : des macromolécules aux communautés",2008,6
29,"Biodiversité, évolution et adaptations biologiques : des macromolécules aux communautés",2009,6
29,"Biodiversité, évolution et adaptations biologiques : des macromolécules aux communautés",2010,7
29,"Biodiversité, évolution et adaptations biologiques : des macromolécules aux communautés",2011,8
29,"Biodiversité, évolution et adaptations biologiques : des macromolécules aux communautés",2012,4
29,"Biodiversité, évolution et adaptations biologiques : des macromolécules aux communautés",2013,4
29,"Biodiversité, évolution et adaptations biologiques : des macromolécules aux communautés",2014,6
29,"Biodiversité, évolution et adaptations biologiques : des macromolécules aux communautés",2015,5
29,"Biodiversité, évolution et adaptations biologiques : des macromolécules aux communautés",2016,4
29,"Biodiversité, évolution et adaptations biologiques : des macromolécules aux communautés",2017,4
30,"Surface continentale et interfaces",2006,5
30,"Surface continentale et interfaces",2007,7
30,"Surface continentale et interfaces",2008,6
30,"Surface continentale et interfaces",2009,6
30,"Surface continentale et interfaces",2010,8
30,"Surface continentale et interfaces",2011,9
30,"Surface continentale et interfaces",2012,4
30,"Surface continentale et interfaces",2013,7
30,"Surface continentale et interfaces",2014,5
30,"Surface continentale et interfaces",2015,5
30,"Surface continentale et interfaces",2016,5
30,"Surface continentale et interfaces",2017,4
31,"Hommes et milieux : évolution, interactions",2006,5
31,"Hommes et milieux : évolution, interactions",2007,5
31,"Hommes et milieux : évolution, interactions",2008,4
31,"Hommes et milieux : évolution, interactions",2009,4
31,"Hommes et milieux : évolution, interactions",2010,7
31,"Hommes et milieux : évolution, interactions",2011,6
31,"Hommes et milieux : évolution, interactions",2012,6
31,"Hommes et milieux : évolution, interactions",2013,5
31,"Hommes et milieux : évolution, interactions",2014,5
31,"Hommes et milieux : évolution, interactions",2015,5
31,"Hommes et milieux : évolution, interactions",2016,5
31,"Hommes et milieux : évolution, interactions",2017,4
32,"Mondes anciens et médiévaux",2006,3
32,"Mondes anciens et médiévaux",2007,2
32,"Mondes anciens et médiévaux",2008,3
32,"Mondes anciens et médiévaux",2009,2
32,"Mondes anciens et médiévaux",2010,4
32,"Mondes anciens et médiévaux",2011,5
32,"Mondes anciens et médiévaux",2012,7
32,"Mondes anciens et médiévaux",2013,5
32,"Mondes anciens et médiévaux",2014,5
32,"Mondes anciens et médiévaux",2015,6
32,"Mondes anciens et médiévaux",2016,5
32,"Mondes anciens et médiévaux",2017,3
33,"Mondes modernes et contemporains",2006,3
33,"Mondes modernes et contemporains",2007,4
33,"Mondes modernes et contemporains",2008,5
33,"Mondes modernes et contemporains",2009,3
33,"Mondes modernes et contemporains",2010,2
33,"Mondes modernes et contemporains",2011,5
33,"Mondes modernes et contemporains",2012,6
33,"Mondes modernes et contemporains",2013,5
33,"Mondes modernes et contemporains",2014,4
33,"Mondes modernes et contemporains",2015,6
33,"Mondes modernes et contemporains",2016,4
33,"Mondes modernes et contemporains",2017,3
34,"Sciences du langage",2006,3
34,"Sciences du langage",2007,3
34,"Sciences du langage",2008,4
34,"Sciences du langage",2009,2
34,"Sciences du langage",2010,2
34,"Sciences du langage",2011,5
34,"Sciences du langage",2012,3
34,"Sciences du langage",2013,3
34,"Sciences du langage",2014,3
34,"Sciences du langage",2015,4
34,"Sciences du langage",2016,4
34,"Sciences du langage",2017,3
35,"Sciences philosophiques et philologiques, sciences de l'art",2006,2
35,"Sciences philosophiques et philologiques, sciences de l'art",2007,3
35,"Sciences philosophiques et philologiques, sciences de l'art",2008,4
35,"Sciences philosophiques et philologiques, sciences de l'art",2009,2
35,"Sciences philosophiques et philologiques, sciences de l'art",2010,4
35,"Sciences philosophiques et philologiques, sciences de l'art",2011,5
35,"Sciences philosophiques et philologiques, sciences de l'art",2012,4
35,"Sciences philosophiques et philologiques, sciences de l'art",2013,5
35,"Sciences philosophiques et philologiques, sciences de l'art",2014,4
35,"Sciences philosophiques et philologiques, sciences de l'art",2015,4
35,"Sciences philosophiques et philologiques, sciences de l'art",2016,4
35,"Sciences philosophiques et philologiques, sciences de l'art",2017,2
36,"Sociologie et sciences du droit",2006,2
36,"Sociologie et sciences du droit",2007,5
36,"Sociologie et sciences du droit",2008,3
36,"Sociologie et sciences du droit",2009,2
36,"Sociologie et sciences du droit",2010,4
36,"Sociologie et sciences du droit",2011,8
36,"Sociologie et sciences du droit",2012,7
36,"Sociologie et sciences du droit",2013,6
36,"Sociologie et sciences du droit",2014,6
36,"Sociologie et sciences du droit",2015,7
36,"Sociologie et sciences du droit",2016,4
36,"Sociologie et sciences du droit",2017,3
37,"Economie et gestion",2006,4
37,"Economie et gestion",2007,4
37,"Economie et gestion",2008,3
37,"Economie et gestion",2009,2
37,"Economie et gestion",2010,3
37,"Economie et gestion",2011,6
37,"Economie et gestion",2012,4
37,"Economie et gestion",2013,4
37,"Economie et gestion",2014,6
37,"Economie et gestion",2015,6
37,"Economie et gestion",2016,3
37,"Economie et gestion",2017,5
38,"Anthropologie et étude comparative des sociétés contemporaines",2006,3
38,"Anthropologie et étude comparative des sociétés contemporaines",2007,4
38,"Anthropologie et étude comparative des sociétés contemporaines",2008,4
38,"Anthropologie et étude comparative des sociétés contemporaines",2009,3
38,"Anthropologie et étude comparative des sociétés contemporaines",2010,1
38,"Anthropologie et étude comparative des sociétés contemporaines",2011,4
38,"Anthropologie et étude comparative des sociétés contemporaines",2012,4
38,"Anthropologie et étude comparative des sociétés contemporaines",2013,5
38,"Anthropologie et étude comparative des sociétés contemporaines",2014,5
38,"Anthropologie et étude comparative des sociétés contemporaines",2015,5
38,"Anthropologie et étude comparative des sociétés contemporaines",2016,3
38,"Anthropologie et étude comparative des sociétés contemporaines",2017,3
39,"Espaces, territoires et sociétés",2006,3
39,"Espaces, territoires et sociétés",2007,4
39,"Espaces, territoires et sociétés",2008,5
39,"Espaces, territoires et sociétés",2009,2
39,"Espaces, territoires et sociétés",2010,5
39,"Espaces, territoires et sociétés",2011,5
39,"Espaces, territoires et sociétés",2012,6
39,"Espaces, territoires et sociétés",2013,3
39,"Espaces, territoires et sociétés",2014,4
39,"Espaces, territoires et sociétés",2015,5
39,"Espaces, territoires et sociétés",2016,4
